document_index,document_text,generated_keyphrases
557,Wikileaks released documents about #Yemen #yemencrisis,"disclosure of sensitive information, exposure of Yemen crisis details, public awareness of Yemen conflict, transparency about Yemen situation, journalistic investigation, government accountability, humanitarian concern, political activism, information leak impact, media coverage of Yemen crisis"
558,'Long Live Fidel!': Castro's Ashes Interred in Cuba,"celebration of Fidel Castro, tribute to Fidel Castro, Cuba honoring Fidel Castro, Fidel Castro memorial, political reverence, national pride, historical significance, revolutionary legacy, Cuba's political history, public mourning, state funeral, commemoration of Fidel Castro, patriotic sentiment, leader's legacy, Cuban nationalism"
559,"@user @user Two atoms at the bar. ""I've lost an electron. Really, are you sure ? Yeah, I'm positive""","humor, playfulness, wit, pun, lightheartedness, joke, chemistry pun, friendship, casual conversation, cheeky humor"
560,I liked a @user video Medical Marijuana and Impacts on Epilepsy 2014,"interest in medical marijuana, positive attitude towards medical marijuana, curiosity about epilepsy treatments, approval of medical marijuana use, interest in medical research, support for medical cannabis, awareness of epilepsy issues, positive sentiment towards medical research, interest in health and wellness topics"
561,Pope Francis' prayer intentions for December 2016,"spiritual reflection, hope and faith, religious devotion, prayer and supplication, peace and harmony, compassion and charity, faith in action, religious unity, hope for the world, spiritual guidance"
562,Cristiano Ronaldo u won the heart <3,"admiration, affection, romantic admiration, appreciation, emotional attachment, positive sentiment, celebration of admiration, love, fondness, adulation"
563,A couple of days till I watch my baby Ashley Graham on American next top model❤️❤️,"excitement, anticipation, happiness, affection, pride, joy, enthusiasm, love, enthusiasm for upcoming event"
564,@user WHY Do YOU Illegal IGNORE #UnitedNations Findings Of YOUR Mistreatment Of #JulianAssange Regarding Violation Of NO Internet?!,"anger, frustration, accusation, demand for accountability, concern for Julian Assange, criticism of United Nations, discontent with internet restrictions, call for justice, disapproval of government actions, emotional outrage"
565,White House rolls out guidelines for self-driving cars,"optimism about technological advancement, trust in government regulation, anticipation of innovation, concern over safety and security, hope for improved transportation, interest in policy development, curiosity about implementation, confidence in leadership, concern about privacy issues, enthusiasm for autonomous vehicles"
566,@user So the Trade in Services Agreement TISA is the real payload #TPP was delivering. Arrived in Beehive in @user pocket.,"informative, political, critical, skeptical, concerned, analytical, discussive, opinionated"
567,@user I was referring to Steve Bannon and Sessions.  I'm sorry you're still so attached to a dead movement.,"frustration, disapproval, disappointment, criticism of political figures, sarcasm, disillusionment, anger, resentment, disdain, dismissiveness"
568,"But for us Democrats, Obamacare is a badge of honor. Because no ... #KathleenSebelius #aphorism","Democratic pride, Support for Obamacare, Political identity, Partisan loyalty, Healthcare reform pride, Party affiliation, Political endorsement, Policy pride, Democratic values, Healthcare policy support"
569,Good #Thankgiving listens..on Native American spirituality and the Dakota Access #Pipeline protest.…,"gratitude, reflection, awareness of Native American issues, solidarity with indigenous communities, environmental activism, cultural appreciation, social justice awareness, political activism, spiritual reflection, concern for indigenous rights"
570,Just finished catchup with #ThisIsUs Thank you for showing that every family can be a little dysfunctional& at the same time love each other,"gratitude, appreciation, family love, emotional warmth, nostalgia, hopefulness, recognition of family complexity, positive reflection, emotional connection, family bonds"
571,"#cannabis LANSING, Mich. (WLNS) – Medical marijuana…a hot topic for quite some time. Some people say they're again…","discussion of medical marijuana, debate on cannabis legalization, public opinion on cannabis, emotional tone about marijuana policy, controversy surrounding medical cannabis, public interest in marijuana laws, social attitudes towards cannabis, political debate on marijuana legalization, emotional response to cannabis news, public concern about marijuana use"
572,I liked a @user video from @user [News] WTF - Black Lives Matter praises Fidel Castro for his,"positive sentiment, approval, admiration, support for social justice, praise for Fidel Castro, interest in news content, curiosity about Black Lives Matter, political commentary, social activism acknowledgment, controversial opinion, engagement with current events"
573,My Fantastic Beasts illustration! {My Art} #FantasticBeasts,"excitement about artwork, pride in creation, enthusiasm for fantasy art, celebration of artistic achievement, joy in illustrating fantastical creatures, passion for the Fantastic Beasts universe, personal expression through art, enthusiasm for fan art, creative pride, positive emotion towards art project"
574,CNC and 3D Printing Brief is out!,"excited announcement, informative update, enthusiasm for new release, professional development, industry news, technology advancement, product launch, educational resource, manufacturing innovation, engineering update"
575,YES! #campaignfinance reform is the underlying change that supports the effort to #draintheswamp Go…,"enthusiasm for campaign finance reform, support for draining the swamp, optimism about political change, advocacy for political transparency, hope for government reform, positive attitude towards political activism, confidence in reform efforts, motivated to promote political integrity"
576,"@user @user we just started . learned it from the left from ppl like Michael Moore, Soros, sharpton. The great unifiers.","informal tone, social commentary, political discussion, expression of skepticism, reference to political figures, mention of social issues, tone of camaraderie, implied criticism, use of sarcasm, informal language"
577,"@user #0bumas Anti American Muslim phoney incites cop killing,Riots- CIVIL WAR.Goal martial law 2 stop @user BECOMING 45 POTUSMAGA","anti-American sentiment, Muslim stereotype, incitement of violence, call for cop killings, riots and civil unrest, desire for martial law, opposition to political figure, support for Donald Trump, MAGA movement, political hostility, social unrest, extreme political views, conspiracy theories, provocative language"
578,"Journalism at its lowest, radical,rightists denotes new definition of Hinduism 4 sake of power who kills annihilates people with slave media","disapproval of journalism, criticism of radical right-wing politics, negative portrayal of Hinduism, expression of anger or frustration, condemnation of violence, accusation of media manipulation, concern about political power struggles, disapproval of sensationalism in media, criticism of religious extremism, expression of social or political outrage"
579,Voter Suppression/FraudFake NewsRussian HackersFBI Witch HuntWiki DNC Attack.. And Hillary still won the popular vote#Resistance,"political controversy, election integrity, voter suppression, election fraud, disinformation campaigns, foreign interference, Russian hackers, FBI investigation, political bias, DNC attack, support for Hillary Clinton, popular vote support, resistance movement, conspiracy theories, skepticism of election results"
580,I just can't stop listening to this :( Leonard Cohen - Leaving the Table via @user,"nostalgia, melancholy, longing, sadness, emotional reflection, appreciation for music, sentimentality, bittersweet feelings, introspection, mourning"
581,Just a standard Friday at Wisewood! @user @user  #mannequinchallenge #activewisewood,"casual Friday, community engagement, school spirit, fun and playful, social activity, team bonding, celebration of school events, lightheartedness, youthful enthusiasm, participation in challenges"
582,"@user @user No, it's that others didn't have Roger Ailes to advance their careers!!! Only to back stab him later.","resentment, bitterness, disillusionment, betrayal, anger, disappointment, frustration, cynicism, mistrust, regret"
583,#Homeopathy #Safe #Gentle #Chronicdiseases World Class Homeopathy #Unique Treatment Methodology,"hope, trust, relief, well-being, comfort, confidence, peace of mind, optimism, reassurance, healing, safety, gentleness, natural healing, chronic disease management, alternative medicine, holistic approach"
584,"@user @user @user @user @user ""Liberals"" & conservatives alike ensured l it didn't have a public option..","political disagreement, partisan debate, policy opposition, ideological conflict, public option controversy, liberals vs conservatives, healthcare policy debate, political strategy, government policy disagreement, partisan politics"
585,#Iraqiforces seized #Qaratapa south east of #mosul#MosulOperation #mosulop#mosulops#mosuloffensive#IRAQ#ISIS…,"military victory, conflict escalation, territorial gain, anti-ISIS operation, Iraqi military action, regional security, counter-terrorism effort, military success, conflict announcement, warfare intensity"
586,"Video: #Saudi military vehicle burns and artillery explodes in it after being targeted by #Houthis in #Assir, south…","violence, conflict, military attack, destruction, warfare, danger, destruction of military equipment, escalation of violence, regional conflict, Houthi insurgency, Saudi military engagement, armed conflict, military casualties, destruction and chaos, tension and hostility"
587,#jerusalem is now trending in Malaysiahttps://t.co/3Tp6hN0Inf,"interest, curiosity, surprise, engagement, social media trending, geopolitical awareness, current events, international news, Malaysia trending topics, Jerusalem news"
588,Feels weird hearing it again after all these years. So many new targets for conservatives to go for...,"nostalgia, discomfort, uncertainty, political skepticism, conservative targets, reminiscence, change over time, political critique, uncertain feelings, reflection on past"
589,@user @user The current conditions of Cuba have been negatively affected by the U.S. embargo.,"negative impact, economic hardship, frustration, discontent, political tension, socioeconomic struggles, embargo consequences, regional instability, humanitarian concerns, policy criticism"
590,"@user Because of the press's failure to really investigate that story, we have a conman in office who flirts with white supremacists","disappointment in media, frustration with journalism, anger at political leadership, concern over misinformation, disapproval of conman behavior, criticism of press investigation, worry about white supremacist influence, discontent with political integrity, cynicism towards media coverage, alarm over political misconduct, disillusionment with leadership"
591,Diamond Shaq is better than Pink Diamond Tim Duncan,"comparison of athletes, praise for Diamond Shaq, criticism of Pink Diamond Tim Duncan, sports rivalry, player superiority, positive sentiment towards Diamond Shaq, negative sentiment towards Pink Diamond Tim Duncan, athletic achievement comparison, sports debate, player ranking"
592,"#RIPFlorenceHenderson #AngelaLansbury not impressed with #BeautyAndTheBeast remake, #arethafranklin national anthem","disapproval of Beauty and the Beast remake, tribute to Florence Henderson, tribute to Angela Lansbury, disapproval of Aretha Franklin's national anthem performance, nostalgia for classic TV shows, criticism of modern entertainment adaptations, respect for classic actresses, disapproval of contemporary remake quality, appreciation for original performances, discontent with current entertainment trends"
593,It's time for Nancy Pelosi and Dem. House leadership to go.#p2 #UniteBlue...,"political criticism, disapproval of Nancy Pelosi, discontent with Democratic leadership, call for leadership change, partisan political statement, frustration with Democratic Party, call for unity among Democrats, political activism, expressing dissatisfaction with current leadership, advocacy for political change"
594,"Too bad for #Hezbollah, declaring itself an ally of Russia during a time of high East-West tensions! #Iran #WW3 @user @user","political alliance, conflict escalation, East-West tensions, regional tensions, Russia support, Hezbollah stance, Iran involvement, geopolitical conflict, international relations, military alliances, global instability, proxy conflicts, Middle East tensions, world war concerns, diplomatic tensions"
595,"Israeli forces violently disperse march in Kafr Qaddum, protesters suffer tear gas inhalation | Maan…","violence, dispersal of protesters, tear gas inhalation, conflict escalation, Israeli military action, protest suppression, civil unrest, human rights concerns, use of force, public demonstration, Palestinian protests, security operations, clashes and violence, emotional distress, fear and anxiety"
596,"Loved your article on #thepool @user especially the ""what can you do"" section","appreciation, positive feedback, enthusiasm, interest, engagement, encouragement, admiration, gratitude, supportiveness, enthusiastic praise"
597,China Doesn't Want Its Citizens to Call North Korea's Leader 'Kim Jong Fatty the Third',"disapproval of disrespectful language, concern over diplomatic decorum, criticism of offensive nicknames, sensitivity to political figures, desire for respectful communication, government's stance on public discourse, censorship of derogatory terms, promotion of respectful dialogue, embarrassment over informal nicknames, disapproval of mocking leaders, emphasis on diplomatic propriety, disapproval of name-calling, concern about national image, advocacy for respectful treatment of leaders, opposition to disrespectful humor, desire to maintain diplomatic respect"
598,"RT @user This is real. VERY REAL. Alt-Right Neo Nazis loved by Trump's Chief Strategist say ""Hail Trump"" w/ Nazi Salute.","anger, fear, disgust, outrage, concern about extremism, alarm about hate groups, political tension, racism, neo-Nazi ideology, white supremacy, hate speech, threat to social harmony, racial intolerance, far-right extremism, political polarization"
599,Grayson Allen is so cute 😭😭😭,"positive emotion, affection, adoration, enthusiasm, joy, admiration, playfulness, enthusiastic praise"
600,Inspiring speech by John Lewis at #NBAwards,"inspiration, motivation, hope, leadership, courage, determination, perseverance, social justice, civil rights, empowerment, unity, change, aspiration, resilience, activism"
601,The movie where Zac Efron is a DJ is super fucking rad,"positive sentiment, enthusiasm, excitement, admiration, praise for Zac Efron, enjoyment of the movie, enthusiastic endorsement, favorability towards the film, high energy, positive emotional tone"
602,Nobody should be underestimating this recount. Came right after Trump said he'll pull out of TPP. It's not over until inauguration on Jan 20,"cautionary tone, anticipation of change, uncertainty about political events, skepticism about political statements, concern over policy decisions, hope for stability, worry about future implications, alertness to political developments, distrust in political leadership, optimism for future outcomes"
603,"Millions agree w/ Paul Nehlen, Newt, Mike Huckabee, Sean Hannity- #NeverRomney! Reject ROMNEY! @user","political endorsement, anti-Romney sentiment, conservative support, disapproval of Mitt Romney, support for Paul Nehlen, support for Newt Gingrich, support for Mike Huckabee, support for Sean Hannity, #NeverRomney movement, reject Romney campaign, political protest, conservative activism, opposition to Romney, endorsement of alternative candidates, political rallying cry"
604,"3D printing is great fun, even the cheaper kits turn out reasonable quality.","enthusiasm for 3D printing, positive attitude towards DIY projects, satisfaction with 3D printing results, enjoyment of creative activities, appreciation for affordable technology, optimism about 3D printing quality, encouragement for beginners in 3D printing, joy of making and creating, confidence in accessible 3D printing options"
605,"@user Fuck it, just skip to 10:50 and pretend im not a failed abortion","frustration, self-deprecation, anger, resignation, despair, hopelessness, disappointment, emotional distress"
606,"3d_printers : 3D printing, cats, and soft robotics! Great research at GeorgiaTech via 3dprintindustry …","enthusiasm for technological innovation, interest in 3D printing advancements, curiosity about robotics and soft robotics, appreciation for research achievements, excitement about GeorgiaTech's contributions, positive attitude towards scientific progress, enthusiasm for interdisciplinary research, interest in emerging technologies, admiration for academic research, optimism about future technological developments"
607,#Microsoft Joins The Linux Foundation as a Platinum Member via multiple search engine,"Microsoft partnership, Linux Foundation membership, technology collaboration, corporate support for open source, industry leadership, software development, open source community engagement, business strategy, technology industry news, corporate philanthropy"
608,"#Russia's border doesn't end anywhere, Vladimir Putin says @user","Russia's border, Vladimir Putin, border security, national sovereignty, geopolitical boundaries, Russia's territorial claims, international relations, borderless nation, global influence, Russian sovereignty"
609,ESPN First Take Will Tony Romo Play For Cowboys Ever Again: via @user,"speculation about Tony Romo's future with the Cowboys, uncertainty regarding Tony Romo's NFL career, interest in Tony Romo's team status, fans' curiosity about Romo's return to Cowboys, sports news about Tony Romo's potential comeback, emotional anticipation about Romo's team affiliation, hope or doubt about Romo playing again for Cowboys, excitement or disappointment related to Romo's career prospects, interest in NFL player-team relationships, emotional investment in Tony Romo's football journey"
610,@user same guy bashing obama and cheering on trump is supporting standing rock protest. one of these rob's is not real,"political support, opposition to Barack Obama, support for Donald Trump, supporting Standing Rock protest, political activism, disinformation or fake identity, political commentary, social activism, identity skepticism, political polarization"
611,"Rick Porcello aside, the BBWAA has been doing a better job recently with its Cy Young voting","positive assessment of BBWAA's recent performance, praise for BBWAA's improved voting accuracy, acknowledgment of Rick Porcello's exclusion, optimism about baseball awards, appreciation for fair voting practices, recognition of changes in award voting, neutral commentary on baseball awards, critique of past voting controversies, celebration of transparency in awards process, hope for continued improvement in voting"
612,Why Israel Is A Threat To World Peace #gaza #palestine #israel #BDS,"concern about Israel's impact on global peace, criticism of Israel's policies, support for Palestinian rights, advocacy for Boycott, Divestment, Sanctions (BDS), perception of Israel as a threat to stability, advocacy for peace in Gaza and Palestine, anti-Israel sentiment, call for international action against Israel, highlighting conflicts in Gaza and Palestine, opposition to Israeli government actions"
613,@user @user #ThankYouObama for flying in #Pizza from #Chicago @user expense. $65.000 to another #Pizzagate,"gratitude, appreciation, celebration, sarcasm, criticism of expense, political commentary, humor, irony, disapproval of spending, social media banter"
614,Hey @user - worth checking this week's @user on what robots are learning from octopuses,"curiosity, interest, informative, tech enthusiasm, fascination with robotics, nature-inspired technology, learning from nature, robotics advancements, octopus intelligence, exploration of AI, technological innovation, scientific curiosity"
615,The Constitution lets the electoral college choose the winner. They should choose Clinton. #StillWithHer,"support for Hillary Clinton, endorsement of Clinton, advocacy for electoral college decision, political support for Hillary Clinton, expression of electoral college influence, favoring Clinton's victory, political loyalty to Clinton, support for women's leadership, advocacy for electoral process, expression of political allegiance"
616,Burtle for sale! DM me! #Hatchimals #hatchimal #blackfriday #burtle,"advertisement, selling a Burtle, hunting for Hatchimals, Black Friday sale, promotional message, toy sale announcement, pet or toy for sale, social media marketing, urgent sale, collectible toy promotion"
617,DTrump knows about bad hombres bc he is one. Can't wipe clean your fam name with dirty money. not even at the WH #whitecollarsupremacy,"accusation of criminal behavior, political criticism, disapproval of corruption, allegation of dishonesty, condemnation of white-collar crime, expression of distrust in leadership, commentary on integrity and reputation, skepticism towards political figures, highlighting issues of financial misconduct, social commentary on power and morality"
618,@user any updates on that income tax audit or was that all a lie? #BlackFriday #StillWithHer #Thanksgiving #AuditTheElection,"skepticism about tax audit, distrust in information, questioning truthfulness, frustration with government processes, political distrust, cynicism about election integrity, discontent with financial transparency, doubt about official updates, sarcastic tone regarding audits, disillusionment with political events"
619,@user Wondering what better system we could implement. Popular vote should have more influence. Electoral college sounds sketchy.,"desire for a better voting system, advocacy for popular vote influence, skepticism towards electoral college, concern about electoral college legitimacy, interest in electoral reform, preference for direct democracy, distrust of current electoral processes, call for fairer election methods, criticism of electoral college system, desire for increased voter influence"
620,Sen Merkley on voter suppression.,"concern about voter suppression, advocacy for voting rights, criticism of election practices, call for electoral reform, awareness of voting barriers, support for fair elections, opposition to voter suppression tactics, promoting electoral integrity, highlighting voting rights issues, political activism on voting rights"
621,@user how cute is this?#thewalkingdead,"admiration, cuteness, positive emotion, enthusiasm, interest, appreciation"
622,Wow...the #Haifa fire story flew under my radar....damn. Arson or Karma? #Israel #Palestine,"surprise at missing the news, disappointment or regret, curiosity about the cause of the fire, skepticism or suspicion about arson or karma, interest in the Israel-Palestine conflict, frustration over lack of awareness, mild shock or astonishment, concern about safety or security, interest in social or political implications"
623,@user We're hearing lots of fake news about Trump's transition activities.  I doubt it's from Russia.,"skepticism about fake news, distrust of information sources, doubt regarding Russia's involvement, concern over misinformation, political suspicion, disbelief in reported events, cynicism about news accuracy, distrust in media reports, uncertainty about political transitions, questioning of news authenticity"
624,Indian American makes history by becoming UN Ambassador for the US - selected by Donald #Trump…,"pride, achievement, celebration, hope, inspiration, national pride, diversity, representation, historic milestone, leadership, diplomatic success, political accomplishment, trailblazing, recognition, confidence"
625,want to watch!!!!!!!!!!!!!!!!!  #WestWorld #WestworldFinale,"excitement, enthusiasm, anticipation, happiness, interest, enthusiastic anticipation"
626,Steve Bannon refuses to shop on #BlackFriday #TRUMP,"political protest, disapproval of consumerism, support for Trump, opposition to Black Friday shopping, political activism, anti-consumerism sentiment, support for Steve Bannon, criticism of Black Friday, political statement, resistance to commercial culture"
627,"MORE: Marine Le Pen welcomed Italian referendum result, congratulated Salvini, leader of right-wing Northern League","celebration of political success, congratulations to Salvini, support for right-wing movements, positive reaction to referendum, endorsement of nationalist leaders, expression of political solidarity, approval of Italian referendum, alignment with right-wing politics, enthusiasm for electoral results, encouragement for political allies"
628,#Laugh at Ron White Death Penalty  on #comedy #funny #standup,"humor, comedy, standup comedy, funny, satire, jokes about Ron White, death penalty humor, lighthearted, entertainment, laughter, comedic intent"
629,The Electoral College Is Anything But Outdated,"defense of the Electoral College, support for electoral system, argument against abolishing Electoral College, belief in the Electoral College's relevance, advocacy for traditional voting systems, confidence in electoral process, critique of calls for reform, trust in American electoral institutions, patriotism linked to Electoral College, concern over potential reforms"
630,"Um. For many of us, life-threatening. Save #Medicare #Medicaid thou shalt not kill","concern about life-threatening issues, advocacy for healthcare programs, support for Medicare and Medicaid, protest against killing or harm, emotional appeal for healthcare rights, criticism of policies threatening life, call to action for healthcare protection, expression of urgency regarding health policies"
631,"@user it's ridiculous he got one.. The last 8 years have been a decade of death, wars and drone strikes","frustration, anger, disillusionment, resentment, disappointment, outrage, sadness, hopelessness, criticism of injustice, mourning for loss, anger at violence, despair, cynicism"
632,@user That regional final v Wake and Tim Duncan was awesome. Just dominant,"excitement, admiration, enthusiasm, praise, appreciation, enthusiastic praise, positive sentiment, sports excitement, celebration of performance, impressed by dominance"
633,Jacob ✌🏻️🤑  #screamqueens,"playfulness, celebration, confidence, expressiveness, pop culture references, enthusiasm, self-expression, social media engagement, humor, lightheartedness"
634,France hard-right politician Marine Le Pen says she hasn't made up ‘dumb’ tax law to fill hole in her hans:,"political controversy, tax law criticism, Marine Le Pen statement, right-wing politics, economic policy debate, public opinion on taxation, political scandal, financial legislation controversy, French politics, political rhetoric"
635,The election of Donald Trump  could have a significant future impact on the project Dakota Access Pipeline when he takes office.,"uncertainty about political impact, concern over environmental issues, anticipation of policy changes, hope for economic growth, fear of project delays, optimism about regulatory support, worry about project cancellation, interest in energy infrastructure, skepticism about political influence, hope for job creation"
636,@user Ashley graham!,"enthusiasm, admiration, excitement, positive sentiment, celebration, appreciation"
637,"@user True fair trade=foreign imports meet US regulations over there...EPA, OSHA, Labor laws, minimum wage, etc.","advocacy for fair trade, support for ethical imports, concern about labor standards, interest in regulatory compliance, focus on environmental and safety regulations, advocacy for workers' rights, interest in international trade policies, support for US regulatory standards, concern about import quality and ethics, advocacy for fair economic practices"
638,"Vladimir Putin presented Steven Seagal w/ his @user passport, congratulated him on receiving Russian citizenshi…","pride, honor, celebration, recognition, accomplishment, diplomatic gesture, friendship, mutual respect, national pride, prestige"
639,@user another fan it's been a while since I've been able to talk about it but PERSONA 5 I VIBRATE OUT OF MY CHAIR EXCITEDLY,"excitement, enthusiasm, joy, passion for Persona 5, happiness, nostalgia, enthusiastic expression, positive emotion, fan excitement, intense enthusiasm"
640,"When Leonard Cohen and Fidel Castro both kick the bucket to avoid dealing with a Trump Presidency, choppy waters ahead...","dark humor, political satire, cynicism, disillusionment, skepticism about leadership, anticipation of turmoil, irony, mournful tone, critique of political figures, existential reflection"
641,"@user @user @user @user @user read my articles. #Israel treats #Hamas daughter, people from #Gaza","call for awareness, criticism of Israel's actions, sympathy for Gaza residents, condemnation of violence, advocacy for Palestinian rights, anger towards political decisions, concern for human rights, frustration with conflict, hope for peace, disapproval of military actions"
642,@user How many of Cuba problems reflect US embargo? Cuba much poorer than US but has similar life expectancy. Why?,"curiosity about Cuba-US relations, questioning the impact of US embargo on Cuba, interest in economic disparities between Cuba and US, exploration of health and life expectancy in Cuba, analytical inquiry into Cuba's social conditions, interest in geopolitical issues affecting Cuba, comparison of living standards between Cuba and US, investigation of economic and health outcomes, curiosity about the effects of embargo policies, interest in international relations and their social impacts"
643,"At our current rate of use, we're predicted to run out of fossil fuels within 100 years. Let me know how that works…","concern about fossil fuel depletion, environmental urgency, climate change awareness, resource scarcity anxiety, future sustainability worries, energy crisis anticipation, warning about finite resources, environmental activism, call for renewable energy, skepticism about current usage rates"
644,"Anti-Trump Riots are a Smoke Screen Vote =Tyranny. Founders were genius. Dems want control, NOT play by rules.","anti-Trump sentiment, riots as distraction, vote for tyranny, praise for founders, democratic control motives, criticism of Democrats, discontent with political rules, political unrest, anti-Trump rhetoric, government control concerns"
645,Christmas Charity Benefit 🌲 #MannequinChallenge @ Lukas Nursery & Butterfly Encounter,"holiday charity event, Christmas celebration, generosity, community support, festive giving, charitable activity, seasonal kindness, holiday fundraising, mannequin challenge, Lukas Nursery event, Butterfly Encounter, seasonal joy, spreading cheer, volunteerism, holiday spirit"
646,@user don't know but now that relativity & political correctness are things past it means rightists can be called poo #auspol,"political correctness, relativity in politics, right-wing politics, calling out political ideologies, political humor, social commentary, political satire, expression of political identity, controversial political statements, debate on political labels"
647,@user @user so glad you're back out there Eat a ton today you earned it,"encouragement, celebration, supportive tone, positive reinforcement, congratulations, motivation, enthusiasm, friendship, well-wishing, approval"
648,@user IT'S ACTUALLY PERSONA 5 OFFICIAL ART!I plan to get it scanned real soon bc I'm putting it in my room,"excitement about Persona 5 official art, enthusiasm for collecting art, anticipation of scanning and displaying art, pride in personal collection, joy of decorating personal space, appreciation for Persona 5 artwork, interest in anime/game merchandise, personal expression through art, hobby of collecting and displaying art, positive anticipation for upcoming project"
649,Lover Lover Lover by Leonard Cohen is totally about being a trans girl like come on it's not even subtle,"celebration of transgender identity, affirmation of gender identity, interpretation of song meaning, Leonard Cohen song analysis, transgender themes in music, gender expression, Lover Lover Lover song interpretation, artistic expression of gender, music and gender identity, transgender empowerment"
650,Usher You Make Me Wanna over Alicia's Unbreakable. This is good. #ThankYouObama,"appreciation, enjoyment, positive sentiment, musical enjoyment, gratitude, satisfaction, approval, happiness, contentment, celebration"
651,Cat in the Hat Valentines Fabric -- Last Piece -- 40-70% off Listings throughout our  by altcollect #offer,"excitement, bargain hunting, enthusiasm for sale, interest in fabric, appreciation for craft supplies, joy of shopping, anticipation of discounts, love for themed fabric, desire for unique items, celebration of holiday-themed products"
652,"Hackers can replace original Android and iOS Telsa apps with a malicious one, steal login credentials stored in...","security threat, cyberattack, malicious app, privacy breach, credential theft, mobile security risk, Android malware, iOS malware, Tesla app vulnerability, hacking attempt, data theft, unauthorized access, cybersecurity concern, user privacy violation, malicious software"
653,Shariatpur's Idris Ali awarded death penalty for 1971 war crimes,"justice for war crimes, condemnation of violence, seeking accountability, victory for human rights, retribution for atrocities, legal justice, historical accountability, emotional response to justice, mourning for victims, hope for peace"
654,"@user OK liberal, Bill of RIGHTS, I see GUN not TOILETS! Yet I see libtards constantly wanting to ""sensibly"" CONTROL my RIGHTS","frustration with gun control debates, defense of Second Amendment rights, criticism of liberal policies, perception of government overreach, anger towards political opponents, advocacy for individual rights, discontent with liberal ideology, concern about personal freedoms, skepticism of gun regulation, feeling misunderstood or dismissed"
655,"@user How many actual voters went from liberals to supporting a RW neofascist because of ""fake news"" or the Comey letter? None?","political shift, voter behavior, liberals switching support, support for right-wing neofascists, impact of fake news, Comey letter influence, electoral influence, political disillusionment, trust in media, political polarization, disenchantment with liberals, support for extremist ideologies, media influence on voters, political cynicism, questioning electoral integrity"
656,"we are in dangerous days, when the far right wing gains such a prominent and powerful position:  ""...“Many of...","concern about political extremism, fear of rising right-wing influence, anxiety over societal instability, worry about democratic decline, alarm at political polarization, apprehension about authoritarianism, unease regarding social tensions, distrust in political developments, fear of violence or conflict, concern for civil liberties, sense of urgency for political awareness"
657,"@user sorry but US friendship brings drone strikes, they forget that PAK played biggest role in Russia,s division.","apology, criticism of US foreign policy, disapproval of drone strikes, highlighting Pakistan's historical role, frustration with international relations, skepticism towards US-Pakistan friendship, political commentary, expression of geopolitical concerns, discontent with military interventions, emphasis on Pakistan's contributions"
658,@user any update on the persona 5 ps4 theme for eu,"anticipation, curiosity, hopefulness, interest, request for information"
659,Don't blame me. I voted for Hillary! #StillWithHer,"support for Hillary Clinton, political allegiance, defense against blame, partisan pride, democratic support, political activism, expressing loyalty, campaign endorsement, political identity, social media expression"
660,These white supremacists are terrorists,"anger, condemnation, disapproval, fear, threat perception, outrage, hostility, anxiety, moral outrage, social concern"
661,"@user ""the times they are a changin'"" by bob dylan, ""the watchtower"" Bobbi Hendrix, n Phil Collins","nostalgia, hope, change, reflection, melancholy, inspiration, reverence, celebration, resilience, transformation"
662,"#Hezbollah shld get the msg that #Miami isnt the place to do its dirty biz, says @user By @user","warning to Hezbollah, threatening tone towards Hezbollah, disapproval of Hezbollah's actions, concern about illegal activities, emphasis on Miami's safety, assertion of local authority, warning against misconduct, expression of regional tension, call for law enforcement vigilance, political commentary on Hezbollah"
663,Saw @user 's name on new wikileaks documens about #Yemen. Intresting!,"curiosity, interest, surprise, intrigue, informational curiosity, attention to new information, interest in Yemen, interest in Wikileaks documents, surprise at new revelations, engagement with current events"
664,"More confident with George Hill back in the lineup, @user await visit from Hawks. By @user","confidence boost, team optimism, anticipation of game, positive team dynamics, player confidence, team morale, excitement for upcoming match, trust in team lineup, enthusiasm for game day, support for George Hill"
665,@user L’Oréal no longer tests on animals. Please see this link for more information:,"animal welfare, cruelty-free, ethical cosmetics, compassionate practices, animal rights advocacy, cruelty-free certification, ethical consumerism, animal testing abolition, beauty industry ethics, animal protection, cruelty-free products, animal rights support, ethical beauty standards, cruelty-free movement, compassionate choices"
666,"@user End motor Voter, roving registration drives. Make registration a purposeful thing at Court house or city hall.","encouragement for voter registration, promoting electoral participation, advocacy for voting rights, call to action for voters, emphasis on voter registration importance, suggestion for accessible registration, motivation to register to vote, political engagement encouragement, improving voter turnout, empowerment through voting"
667,"@user has seen fit to apologize publicly to Steve Bannon for the Anti-Semitic schmear he laid on Bannon, as the left is want to do.","apology, public apology, regret, contrition, acknowledgment of wrongdoing, remorse, seeking forgiveness, political controversy, anti-Semitism, public discourse, media response, left-wing politics, right-wing politics, Steve Bannon, public statement"
668,@user What makes Steve Bannon racist?,"question about Steve Bannon's racism, inquiry into racial beliefs of Steve Bannon, exploration of racial attitudes of Steve Bannon, discussion on racial bias associated with Steve Bannon, investigation into accusations of racism against Steve Bannon, critique of Steve Bannon's views on race, analysis of racial controversy involving Steve Bannon, debate on Steve Bannon's racial ideology, assessment of racial implications in Steve Bannon's actions, dialogue about race and Steve Bannon"
