document_index,document_text,generated_keyphrases
346,Me ha gustado un vídeo de @user (https://t.co/oAIW35egSE - Cristiano Ronaldo .. If you don't believe in Him watch the video | you,"appreciation of a video, admiration for Cristiano Ronaldo, positive sentiment towards the content, interest in the video link, expression of enjoyment, enthusiasm for the subject, curiosity about the video, praise for the video creator, inspiration from the video, motivation to watch the video"
347,#EVERYONEJust Read! [https://t.co/UxoKA4kJT1],"encouragement, invitation to read, curiosity, excitement, social sharing, informative, engagement, call to action, positive tone"
348,@user Always with you Mrs. Clinton. #stillwithher,"support for Hillary Clinton, political loyalty, endorsement of Mrs. Clinton, solidarity with Hillary Clinton, continued support for Hillary Clinton, political allegiance, feminist solidarity, support for women's leadership, commitment to Hillary Clinton, political activism, social media support, #stillwithher campaign, political motivation, emotional attachment to Hillary Clinton"
349,Retweeted Daniel José Older (@djolder):The honorable @user receiving the #NBAwards and recalling being...,"pride, honor, celebration, recognition, achievement, gratitude, inspiration, motivation, respect, admiration"
350,Dance Teacher Realness with my 10th grade girls #mannequinchallenge,"excitement, pride, enthusiasm, fun, team spirit, creativity, confidence, celebration, collaboration, youthfulness, playfulness, motivation, achievement, social bonding"
351,Always #Believe. #DominatingYourMind #DYM @user #NBAwards,"motivation, self-belief, confidence, determination, positive mindset, mental strength, inspiration, empowerment, persistence, goal-oriented, self-improvement, resilience, aspiration, success mindset, motivational message"
352,"@user @user @user  Globalism, multiculturalism  and political correctness are just fancy names for communism #UnitedNations","criticism of globalism, criticism of multiculturalism, criticism of political correctness, perception of communism, skepticism towards United Nations, political commentary, social commentary, ideological critique, controversial political opinions, expression of distrust in international organizations"
353,IVE ONLY SEEN FIVE MINS OF DAVID BLAINE AND MAN THIS GUY IS WICKED CRAZY COOL,"excitement, admiration, enthusiasm, amusement, interest, positive impression, enthusiastic praise, entertainment appreciation, fascination, admiring awe"
354,Retweeted TheMuslimLawyer (@faisalkutty):White nationalists see advocate in Steve Bannon who will hold Trump to...,"political advocacy, support for white nationalism, alignment with Steve Bannon, endorsement of controversial figures, political polarization, support for nationalist ideologies, reaction to political figures, expression of political opinion, support for Trump administration, controversial political commentary"
355,slightly upset Zac Efron isn't playing his character in Hairspray live..,"disappointment, upset, discontent, frustration, disapproval, disappointment with casting, displeasure, disappointment in casting choices, disappointment about actor change, discontentment, disappointment with production decisions"
356,Aye Marine Le Pen is delighted with it. Typically twisting the result. This was a vote on the constitution not th…,"delight, satisfaction, approval, positive sentiment, triumph, celebration, pride, happiness, optimism, confidence"
357,Trump's erection (teehee) of a wall on the Mexican border will go the same way as Obama's closure of G'tmo.,"political satire, criticism of border policies, humor about political actions, skepticism towards border wall, comparison of political initiatives, sarcasm about presidential decisions, commentary on immigration policies, humorous critique of Trump, disapproval of government shutdowns, cynicism about political promises"
358,Millions $s spent on pall care in Aus. Time to spend on #AssistedDying #VoluntaryEuthansia. We want both!  @user,"advocacy for assisted dying, support for voluntary euthanasia, discussion on end-of-life care funding, call for balanced healthcare spending, promotion of assisted dying rights, debate on euthanasia policies, emotional appeal for compassionate choices, advocacy for patient autonomy, criticism of healthcare expenditure priorities, hope for legal reforms in euthanasia"
359,@user First Trump now this..at this rate Obamacare will run out of money with all the Xanax/Haldol prescriptions!#draintheswamp,"frustration with political issues, disapproval of healthcare policies, criticism of government spending, sarcastic tone about medication use, anger towards political figures, concern about healthcare system stability, discontent with political corruption, expression of cynicism about politics, worry about social welfare programs, irritation with political scandals"
360,"No-fly zone necessary in Syria, doctor from Aleppo says","advocacy for safety measures, concern for civilian safety, call for international intervention, emphasis on humanitarian needs, urgent need for no-fly zone, advocacy by Aleppo doctor, highlighting conflict severity, desire for peace and stability, warning about ongoing violence, appeal for protective measures"
361,.@utahjazz players aim to give Rudy Gobert the experience his French childhood deprived him of: catching passeshttps://t.co/cZcmBwoHUI,"team support, player camaraderie, team bonding, positive team environment, player encouragement, team unity, supportive team culture, sportsmanship, player development, team motivation"
362,"The Dems Convention is cracking up and Bernie is exhausted, he just wants to shut down and go home to bed!","exhaustion, frustration, disappointment, overwhelm, fatigue, disillusionment, stress, desire to escape, discontent, weariness"
363,"Liberals, I wouldn’t give up hope. It’s just possible the recount will have an effect in an alternate universe.","hope, optimism, uncertainty, possibility, encouragement, resilience, doubt, speculation, lightheartedness, humor"
364,I liked a @user video from @user Google Earth VR - This Is Going To Change The World! (Oculus +,"enthusiasm, excitement, interest in technology, appreciation for innovation, positive anticipation, curiosity about virtual reality, admiration for Google Earth VR, optimism about future impact, enjoyment of multimedia content"
365,#Saddam's #Cousin #Arrested In #ISIS Attack on #Kirkuk -->,"shock and concern over terrorism, fear of violence and instability, anger towards ISIS, worry about regional security, sympathy for victims, anxiety about political repercussions, condemnation of terrorist acts, hope for justice and peace, frustration with ongoing conflict, disgust at violence and extremism, uncertainty about future security"
366,Retweeted #StillWithHer (@deejay90192):#ElectoralCollege .@ElectoralCollge should require Trump to release his...,"political controversy, election transparency, demand for transparency, criticism of Donald Trump, electoral process scrutiny, public accountability, political activism, social media activism, call for disclosure, electoral integrity concerns"
367,#Outnumbered We elected @user to #DrainTheSwamp not add more snakes. @user is a backstabbing globalist snake. #NeverRomney,"disapproval of political figures, anti-globalist sentiment, criticism of establishment politicians, support for draining the swamp, negative view of certain politicians, anti-Romney sentiment, trust issues with political leaders, expression of political frustration, use of hashtags to express opinions, negative characterization of opponents"
368,Cristiano Ronaldo and Jese on target as #RealMadrid beats Roma #RealMadrid,"celebration, excitement, triumph, pride, joy, team success, victory, sports achievement, player accomplishment, positive sentiment"
369,The Covert Origins of ISIS #gaza #palestine #israel #BDS #syria #ISIS #StopBombingSyria,"political conflict, regional instability, terrorism origins, Middle East tensions, Palestinian-Israeli conflict, Syria crisis, ISIS emergence, anti-war sentiment, activism against bombing, geopolitical unrest"
370,.@HillaryClinton Visit us for #SmallBizSaturday and pick up our 1st #stillwithher tee unveiled at 12am!    🙌💋,"celebration, enthusiasm, support for Hillary Clinton, promotion of Small Business Saturday, excitement about new merchandise, political support, social media engagement, brand promotion, community involvement, positive energy"
371,@user poroshenko is a hundred times worse. i think Yanukovich should speak more on events.,"criticism of Poroshenko, negative opinion of Poroshenko, desire for Yanukovich to speak more, political dissatisfaction, disapproval of current leadership, call for more transparency from Yanukovich, frustration with political figures, discontent with political situation, preference for Yanukovich's voice in events, negative sentiment towards Poroshenko"
372,Trump Copied Hitler:Adolf Hitler Said He Would 'Make Germany Great Again' #NotMyPresident #UniteBlue #LoveTrumpsHate,"political criticism, comparison to Hitler, concern about fascism, anti-Trump sentiment, warning against authoritarianism, call for unity, opposition to hate speech, highlighting historical parallels, advocacy for love and unity, disapproval of nationalism"
373,Tour the World Anytime with #Google #Earth #VR -,"excitement about virtual travel, adventure and exploration, curiosity about the world, enthusiasm for technology, desire for global discovery, interest in virtual reality experiences, inspiration to explore new places, joy of learning about different cultures, optimism about accessible travel, enthusiasm for innovative tools"
374,Congrats to the @user for getting that W! 👊💙 #TakeNote #DENatUTA #UtahJazz,"congratulation, celebration, excitement, pride, happiness, achievement, encouragement, team spirit, positive reinforcement, support, enthusiasm"
375,I must be having deja vú cuz I coulda swore thanksgiving was yesterday? #thanksgivingleftovers,"confusion, disorientation, nostalgia, amusement, surprise, forgetfulness, humor, lightheartedness, casual reflection, holiday fatigue"
376,President of #Ukraine  Petro @user  instructed to send to #Israel 2 special planes An-32P for fire fighting.https://t.co/5AHaTEEPoF,"support for Israel, emergency aid, international assistance, firefighting support, diplomatic cooperation, Ukraine's humanitarian aid, disaster response, solidarity with Israel, government intervention, military logistics, international relations, emergency response efforts, collaborative aid initiatives, Ukraine's aid commitment, firefighting resources deployment"
377,Young Sinatra singing Christmas music is the gold standard,"celebration of holiday music, appreciation for young artist, nostalgia for Christmas songs, admiration for singing talent, festive cheer, musical excellence, youthful enthusiasm, holiday spirit, music appreciation, warmth and joy of Christmas"
378,"I WANT TO GO SEE THE MOVIE ""LOVING""","desire to watch a movie, interest in the film 'Loving', excitement about going to the movies, anticipation for viewing 'Loving', enthusiasm for watching a film, intent to see a specific movie, movie-going enthusiasm, interest in romantic or historical themes, positive anticipation for entertainment, desire for leisure activity"
379,The 22-year-old faces 33 federal charges stemming from the June 2015 shooting that killed nine parishioners.,"anger, grief, shock, outrage, fear, sadness, disbelief, indignation, sympathy, concern"
380,"Due to Obamacare, Drs are no longer taking Medicaid, emergency rooms becoming overwhelmed #TeaPartyToldYouSo #PJNet","frustration with healthcare policy, discontent with Obamacare effects, criticism of Medicaid coverage changes, concern over emergency room overcrowding, political dissatisfaction, opposition to healthcare reforms, anger towards government healthcare policies, perception of healthcare system decline, disapproval of Medicaid restrictions, worry about access to emergency care"
381,"infecting each other with dead asteroid fibroids, a homeopathy of trauma called human bonding (walter scott)","confusion about metaphors, surreal imagery, themes of trauma and healing, references to astrology or space, metaphorical language about disease, concept of human bonding as therapy, use of unconventional medical imagery, possible critique of alternative medicine, exploration of human relationships, abstract and poetic expression"
382,I'm so excited for @user vs @user I drove 10 hrs for this! I wish I would've remembered my @user or @user jersey!,"excitement, anticipation, enthusiasm, joy, pride, nostalgia, disappointment, regret"
383,"@user @user @user  What Trump & Ryan will do for them - take their Medicare, Social Security, and NOT create any jobs.","political criticism, disapproval of Trump and Ryan, concern about Medicare and Social Security, fear of job loss, skepticism towards political promises, anger towards political leaders, worry about social safety nets, distrust in government policies, frustration with political priorities, cynicism about economic plans"
384,‘Greatest living poet’ Bob Dylan wins Nobel literature prize,"celebration, pride, admiration, excitement, honor, recognition, achievement, inspiration, celebratory mood, respect, celebration of artistry, national pride, literary excellence, celebration of success"
385,Kim Fatty The Third Jong Un!  I love you Stephen Colbert!,"humor, satire, affection, parody, pop culture reference, political commentary, comedic admiration"
386,Inspire and motivate your children or students by reading them the biography of San Antonio Spurs star Tim Duncan.,"inspiration, motivation, educational, encouragement, positive influence, role model, sports biography, youth empowerment, aspiration, leadership, perseverance, achievement, sportsmanship, mentorship, personal development"
387,Oh so sorry.  #UnitedNations stop #Russia,"apology, regret, concern, disapproval, political tension, international conflict, condemnation, emotional distress, frustration, call for action"
388,Melania Trump entire CNN interview (Part 1 with Anderson Cooper),"Melania Trump, CNN interview, Part 1, Anderson Cooper, emotional tone, public appearance, media interview, political discussion, personal insights, public perception, media coverage, interview dynamics, emotional expression, public figure, media interview context"
389,"... and Kaepernick, Obama & Michael Moore weep unending tears.","sarcasm, disapproval, criticism of celebrities, political commentary, irony, disdain for public figures, mockery, social commentary, political satire, cynicism"
390,"@user  Hi. Grab a FREE MP3 of our latest song ""Pieces"" @   Thanks4following","friendly greeting, gratitude expressed, promotional offer, enthusiasm for music, appreciation for followers, casual tone, invitation to listen, positive engagement"
391,Pelosi's rec for Dem appointments. Elections next weds. Will Bernie still be ranking member of Budget Comm.?,"political appointments, Democratic Party, elections upcoming, Bernie Sanders, Budget Committee, Congressional leadership, political uncertainty, upcoming elections, Senate leadership, party dynamics"
392,"@user After 60 plus controls by Liberals control, they still can not see the picture. This would of been true, objective reporting","frustration with liberal control, disappointment in media reporting, perception of biased journalism, criticism of political influence, call for objective reporting, skepticism towards media narratives, disillusionment with political control, perception of censorship or bias, desire for unbiased journalism, frustration with perceived manipulation, discontent with political oversight"
393,I liked a @user video from @user What I Think About: Gay Marriage/LGBT Rights!,"positive sentiment, support for LGBT rights, approval of gay marriage, endorsement of equality, celebration of diversity, advocacy for social justice, expression of acceptance, enthusiasm for human rights, affirmation of love and rights, promotion of inclusivity"
394,9 Deep Learning Papers that matter  via @user @user @user @user @user,"interest in deep learning research, curiosity about influential papers, desire to learn about important deep learning studies, enthusiasm for recent AI advancements, seeking impactful deep learning literature, interest in academic publications, curiosity about notable research papers, enthusiasm for AI and machine learning, desire to stay updated on deep learning trends, interest in scholarly articles on AI"
395,HISTORY WILL NEVER FORGET THE NAME PRESIDENT BARACK OBAMA!THE 44TH #POTUS#ILoveObama #AnObamaCelebration…,"patriotism, admiration, celebration, respect, nostalgia, pride, enthusiasm, support, honor, reverence"
396,Ashley Graham is a vision in velvet at VH1 Divas Holiday bash 😍,"admiration, celebration, glamour, excitement, enthusiasm, positive admiration, festive mood, appreciation of beauty, joy, enthusiastic praise"
397,"We're doing a black friday sale, but we're donating 100% of the profits to support the Dakota Access Pipeline prote…","promotional sale, Black Friday sale, charitable giving, social activism, support for Dakota Access Pipeline, corporate social responsibility, philanthropy, community support, environmental activism, profit donation, business promotion, ethical marketing, cause-related marketing, fundraising event, social justice advocacy"
398,I TOO CAN HEAR THE BELLS WATCHING ZAC EFRON IN THIS MOVIE,"amusement, excitement, enthusiasm, admiration, nostalgia, joy, interest, entertainment, appreciation"
399,im trying to uninstall stuff and melania trump hacked my computer,"frustration, anger, suspicion, paranoia, confusion, concern about security, feeling of being targeted, annoyance, trust issues, cybersecurity anxiety"
400,Essential Oils for Christmas #homeopathy,"festive aroma, holiday cheer, seasonal relaxation, christmas ambiance, homeopathic remedies, aromatherapy for holidays, winter wellness, christmas mood enhancement, natural holiday scents, relaxation during festivities"
401,The latest Lebanon! #lebanon #hezbollah,"national pride, patriotism, celebration, enthusiasm, support for Lebanon, political expression, social media activism, regional pride, cultural identity, hope for Lebanon"
402,@user You were on the plane to Davos with Bill Clinton. #DavosClass,"nostalgia, excitement, curiosity, admiration, interest in politics, fascination with world leaders, sense of importance, anticipation, engagement with current events"
403,"#nowplaying #enreproduccion Ricky Martin feat. Pitbull - ""Mr. Put It Down"" #RadioDance","celebration, excitement, party mood, dance enthusiasm, energetic vibe, musical enjoyment, party atmosphere, upbeat mood, celebratory feeling, music appreciation"
404,@user waitin for its bharat bandh..leftists people wher are y'all.,"waiting for Bharat Bandh, discontent with leftists, frustration or impatience, political protest anticipation, expression of political activism, displeasure with political groups, call for unity or action, political unrest sentiment"
405,WASHINGTON - House Democratic Leader #NancyPelosi is moving to broaden her leadership team by naming three junior,"political leadership, democratic party, House leadership, Nancy Pelosi, team expansion, political strategy, leadership development, party unity, political ambition, team building"
406,"DIY Coloring Card - Oh, My Deer for Valentine's Day and Lover, Romantic Card t #geekstuff","romantic, loving, affectionate, valentine's day, romantic gesture, love-themed, adoration, heartfelt, caring, intimate, sweet, sentimental, expressing love, romance, devotion"
407,Samsung Galaxy Note 7 replaced as part of company's programme explodes on plane via @user,"concern about device safety, fear of explosion, worry about passenger safety, company recall initiative, product safety issue, public safety alert, airline safety concern, technology malfunction, consumer safety warning, brand reputation risk, product recall process, electronic device hazard, air travel safety risk, corporate crisis management, product defect controversy"
408,Postcard written!,"sending a greeting, expressing affection, sharing news, maintaining relationships, sending a message, showing thoughtfulness, expressing excitement, conveying good wishes, maintaining social bonds, sending a personal note"
409,@user @user Hellllllll ya I would if it had Zac Efron in it ❤️,"excitement, enthusiasm, positive emotion, fan enthusiasm, admiration for Zac Efron, happiness, approval, passion for celebrity, casual excitement, expressing desire"
410,when I think about #BeautyAndTheBeast,"romantic, nostalgic, dreamy, fantasy, whimsical, enchanted, magical, sentimental, love, fairytale, wonder, joy, admiration"
411,There are no shortage of love stories in @user ! #OUAT #rumpelstiltskin #BeautyAndTheBeast,"love stories, romantic themes, affection, romance, emotional connection, love and relationships, romantic storytelling, affectionate tone, romantic narratives, emotional sentiment"
412,Party Tipp 😎😎😎🎶🎶🎶🎉🎉🎉🎉,"celebration, joy, excitement, party mood, fun, happiness, festivity, music enjoyment, social gathering, cheerfulness"
413,"White pride goeth before a fall: Alt-rightists turn on each other over ""hail Trump"" video","political division, alt-right infighting, white pride controversy, reaction to 'hail Trump' video, far-right ideological conflict, racist group disagreements, political fallout within alt-right, racial pride tensions, Trump support controversy, extremist group fragmentation"
414,#DeMonetisation was the favourite of leftists and socialists once upon a time. Amusing to see the boot on the right side.,"political satire, irony, humor, criticism of political ideologies, skepticism about economic policies, leftist and socialist perspectives, right-wing reactions, social commentary, political irony, disapproval of deMonetisation"
415,@user how can we be 100% certain it's #ISIS & not US forces doing it from ISIS territory?,"uncertainty about responsible parties, doubt regarding attribution, suspicion of false flag operations, questioning source of attack, trust issues in information, confusion over territorial control, skepticism about official narratives, concern about misinformation, distrust in government or military claims, anxiety over security and safety"
416,Just found out Tim Duncan's mom was the real MVP. He learned this from her.,"surprise, gratitude, admiration, respect, appreciation, emotional acknowledgment, family pride, humility, celebration of maternal influence, recognition of maternal support"
417,Excellent read to understand #MosulOffensive: On the ground in Mosul: why the worst-case scenarios are coming true,"informative, urgent, serious, concerned, analytical, descriptive, warning, insightful, critical, alert"
418,@user @user  this is what I don't understand. How many real leftists are there in US? Fifty K? Wouldnt have swayed anything,"confusion about political influence, skepticism towards leftist impact, questioning the number of real leftists, doubt about leftist effectiveness, uncertainty about political sway, disbelief in leftist power, frustration with political change, cynicism about activism, disillusionment with political movements, doubt about influence of leftists"
419,Front to back 😉😏😍😘 #frontendfriday #tigif #gotass #beautyandthebeast…,"playfulness, flirtation, confidence, enthusiasm, self-expression, positive emotion, social engagement, celebration of beauty, casual tone, humor"
420,@user try sunquest.Ca for Cuba or other Canadian tour operators canada has never had a Cuba embargo lots of flights +deals,"recommendation, encouragement, informational, positive tone, travel promotion, Cuba travel, Canadian tour operators, special deals, flight offers, travel planning"
421,"#Iraq, #Mosul | #Iraqi_Forces regains control on neighborhoods east of Mosulhttps://t.co/etDq7hxPvQ#mosuloffensive #MosulAid #journalism","triumph, relief, hope, victory, relief from conflict, military success, restoration of control, progress in conflict, positive development, security improvement"
422,Justin Verlander Detroit Tigers #128 MLB Sports Illustrated for Kids SI For Kids via @user,"sports enthusiasm, admiration for athlete, celebration of baseball, youth sports interest, sports fandom, appreciation for Justin Verlander, Detroit Tigers pride, MLB excitement, sports memorabilia, sports journalism"
423,"Microsoft joins Linux Foundation in another nod to open-source code: Microsoft has joined the Linux Foundation, the…","Microsoft collaboration, Open-source support, Linux Foundation membership, Corporate open-source involvement, Technology industry partnership, Microsoft Linux initiatives, Open-source community engagement, Corporate innovation in open-source, Technology collaboration, Microsoft Linux Foundation alliance"
424,#gilmoregirlstop41).  Lane's Mom (Hello @user  Michel!!3).  Kirk (obviously)4).  Babette while running and holding her boobs,"casual conversation, humor, reference to TV show Gilmore Girls, character interactions, lighthearted tone, social media post, mention of characters, informal language, humorous description, character reactions"
425,so my grandpa got medical marijuana and I think he's addicted:'),"concern about addiction, worry about a family member, emotional distress, fear of health issues, family concern, medication dependency, anxiety about substance use, emotional response to a loved one's health, worry about medical treatment, family support and concern"
426,I'm studying deep learning algorithm. It seems incredible,"interest in deep learning, excitement about technology, positive attitude towards AI, curiosity about algorithms, enthusiasm for machine learning, admiration for deep learning capabilities, optimism about AI advancements"
427,"@user  Protest to Obama Admin. The country in crisis & polarized. I hve Am Indian heritage, too.","protest against Obama administration, political activism, national crisis, political polarization, American Indian heritage, social unrest, government dissatisfaction, advocacy for indigenous rights, political protest, public dissent"
428,Context,"uncertainty, ambiguity, lack of context, confusion, indifference, neutrality, absence of emotion, detachment, vagueness, mystery"
429,@user @user I know I got all these nasty conservatives in my mentions rn !! Death threats nd all,"anger, frustration, defensiveness, annoyance, resentment, discontent, conflict, provocation, stress, anxiety"
430,John Lewis Won The National Book Award #johnlewis #nbawards,"celebration, achievement, pride, recognition, success, honor, celebratory, accomplishment, victory, celebration of success"
431,The latest one hundred people you should know! Thanks to @user @user @user #chile #isis,"informational, recommendation, social connection, networking, celebration, gratitude, social media update, list of notable people, pop culture reference, geographical mention, hashtag usage, casual tone"
432,1. Luke2. Jess3. Lane 4. Taylor  #GilmoreGirlsTop4,"celebration of favorite characters, enthusiasm for Gilmore Girls, fan appreciation, top character list, favorite TV characters, TV show fandom, pop culture enthusiasm, character ranking, TV series admiration, Gilmore Girls fan sentiment"
433,Theo and Jed calmly waiting for the results of the #wintermeetings snowman making contest. #MLB #Cubs,"calm anticipation, hopefulness, friendly competition, team spirit, seasonal excitement, community engagement, sports enthusiasm, celebration of winter activities, friendly rivalry, joyful anticipation"
434,Thankful for all the bad hombres out there that I know through twitch and the ones I know irl! Y'all the greatest!,"gratitude, appreciation, positive sentiment, friendly acknowledgment, community appreciation, thankfulness, positive emotion, social connection, supportiveness, warmth"
435,I completed my challenge 🤓,"achievement, pride, satisfaction, excitement, confidence, accomplishment, joy, personal growth, motivation, celebration"
436,@user @user @user THIS is what I've been saying: trumpsters complained about Obamacare they rely on .. until CON is revealed,"frustration with political hypocrisy, disillusionment with party loyalty, criticism of misinformation, skepticism towards political claims, disapproval of selective outrage, cynicism about political motives, discontent with healthcare debates, distrust in political narratives, anger towards political manipulation, disappointment in political discourse"
437,"Adios Fidel, hola Cuba libre?: UNITED NATIONS — When Fidel Castro died at age 90, perhaps the greatest achievement…","celebration of Fidel Castro's death, hope for Cuba's future, nostalgia for Castro's era, criticism of Castro's regime, optimism about Cuba's liberation, mourning Fidel Castro, anticipation of political change, mixed feelings about Castro's legacy, desire for freedom in Cuba, reflection on historical impact"
438,Found this on @user Google Earth VRhttps://t.co/t30h8ML2rQ,"curiosity, exploration, interest, adventure, discovery, enthusiasm, fascination, tech enthusiasm, virtual reality excitement, geographical curiosity"
439,#UnitedNations Special Envoy on Syria Affirmed Continued US Efforts in Ending Conflict in Syria #USINDODailyNews,"United Nations Special Envoy on Syria, US efforts to end Syrian conflict, US diplomatic initiatives in Syria, US and UN collaboration in Syria, US efforts for peace in Syria, US diplomatic support for Syria peace process, US commitment to ending Syrian conflict, US and UN partnership in Syria peace efforts, US efforts to stabilize Syria, US involvement in Syrian peace negotiations"
440,@user Fossil fuels are dead. Please get the fuck over it already you craven whore. #NeverTrump #RussianriggedElection #Illegitimate,"anger, frustration, disillusionment, disdain for fossil fuels, hostility, political outrage, anti-Trump sentiment, contempt, disapproval of election legitimacy, environmental concern"
441,"#BREAKING: #terror East #Jerusalem , #Israel : Shoafat attempted stabbing #terrorist Neutralized","terrorism, violence, attack, stabbing attempt, security incident, East Jerusalem violence, Israeli-Palestinian conflict, terrorist neutralized, security response, public safety concern, conflict escalation, urban violence, Palestinian-Israeli tensions, counter-terrorism, emergency response"
442,@user A start!!  need ot deport all bad hombres fast day one. Allgans locked up or go back to El Salavador or wherever TF they are from!,"anger, frustration, xenophobia, anti-immigration sentiment, desire for strict immigration enforcement, hostility towards undocumented immigrants, call for immediate deportation, discontent with immigration policies, aggression, nationalist sentiment"
443,"Romney fell for the Okeydoke. He will never be in a Trump Cabinet, he just got served a cold lunch. Now you know. Payback is a real .......!","disappointment, betrayal, defiance, revenge, sarcasm, disillusionment, contempt, mockery, cynicism, triumph"
444,@user here minimum wage is the same regardless of age@_little_old_me @user @user @user @user @user,"neutral statement about minimum wage, informational tone, no explicit emotional expression, factual statement, possible frustration or indifference, comment on equality of wages, lack of emotional language, neutral observation, social commentary on wage policy"
445,@user They'd look kinda cute together and atleast she's not a racist nazi so that's an upgrade,"positive sentiment, amusement, sarcasm, lightheartedness, approval, humor, casual tone, informal language, social commentary"
446,InStyle: .TheAshleyGraham's red velvet dress is the perfect holiday outfit,"celebration, festivity, joy, excitement, confidence, fashion enthusiasm, holiday spirit, style appreciation, glamour, festive mood"
447,@user You will fit in with steve bannon and all of trumps true patriots. !,"confidence, encouragement, support, patriotism, loyalty, affirmation, group belonging, political alignment, positive reinforcement"
448,"via - Okay, it is historical but HOW did women PER SE become so DOWNGRADED? They GIVE life©","historical perspective, gender roles, women's status, female empowerment, gender inequality, women's dignity, social hierarchy, gender discrimination, women's rights, historical oppression, female agency, societal values, gender stereotypes, feminist critique, patriarchal society"
449,Is it possible to watch an episode of #ThisIsUs without crying ? Asking for a friend.,"emotional vulnerability, sentimentality, nostalgia, empathy, tearjerker, emotional response, heartfelt sentiment, emotional impact, touching story, emotional connection"
450,"@user @user @user @user Pres. Trump should detain, & hand him over to Putin in the name of justice...","anger, disapproval of President Trump, call for detention, support for handing over to Putin, justice-oriented sentiment, criticism of political actions, anti-Trump sentiment, favoring international justice, hostility towards political figures, advocacy for punitive measures"
451,@user Make my little girls Christmas please! Can not get hold of a #hatchimals anywhere,"hopefulness, desperation, excitement, disappointment, urgency, wishfulness, anticipation, frustration, love for children, Christmas spirit"
452,@user @user I'm sure it is a NYT #1 best-seller for a reason.,"confidence, positive affirmation, praise, approval, enthusiasm, optimism, supportiveness, encouragement"
453,#Hezbollah Martyr Qasim Shamkha Martyred on 03/11/2016 in West #Aleppo telling his brothers he wants to sleep.,"mourning, sacrifice, heroism, loss, remembrance, grief, valor, patriotism, honor, tragedy, respect, commemoration, emotional pain, solidarity, tribute"
454,The latest Libraries of the world! Thanks to @user @user @user #nbawards,"excitement about libraries, gratitude for awards, enthusiasm for library achievements, celebration of library recognition, appreciation for community support, joy over library accomplishments, pride in library contributions, happiness related to awards, positive sentiment towards libraries, enthusiasm for the event"
455,The Daily Squib Guide to #Syria Crisis #isis #isil #Hezbollah #AlQassas #FarouqBrigades,"informative, political, conflict-related, geopolitical, military, news update, regional instability, terrorism, militant groups, Middle East tensions"
456,Signature : Russia! #StandWithAleppo #Aleppo,"patriotism, support for Russia, solidarity with Aleppo, political statement, emotional expression of support, national pride, advocacy for Aleppo, pro-Russia sentiment, humanitarian concern for Aleppo, political activism"
457,#SouthCarolina #SC #MedicalMarijuana Backers Making Big Moves via @user #marijuana #cannabis,"optimism about medical marijuana legalization, advocacy for cannabis reform, political activism in South Carolina, support for medical cannabis legislation, progressive movement in marijuana laws, public support for medical marijuana, advocacy for cannabis legalization, political activism in South Carolina, hope for policy change regarding marijuana, enthusiasm for medical cannabis initiatives"
458,Poroshenko signs law allowing National Broadcasting Council to fine TV and radio channels,"neutral news update, government regulation, media oversight, legislative action, broadcasting policy, media control, regulatory authority, legal enforcement, state intervention, media freedom, public interest, government authority, media compliance, broadcasting law, media industry impact"
459,"@user you cant fuck the ugly away, Melania Trump tried... and this was the result","insult, mockery, derision, disrespect, humor, sarcasm, criticism, mocking tone, derogatory remark, insensitive comment"
460,My article about @user and protesting the anti-semitism of Steve Bannon,"advocacy, protest, anti-semitism criticism, social justice, activism, opposition to hate speech, political commentary, defense of Jewish community, civic engagement, public awareness"
461,We celebrated #NationalFastFoodDay by indulging in some delicious hamburgers! It was a fun treat enjoyed by many!,"celebration, joy, indulgence, fun, happiness, festivity, treat, enjoyment, social gathering, special occasion"
462,DetroitPrideTigersCongrats to MVP Justin Verlander! Converj has DetroitPride forever. Go Tigers,"celebration, pride, congratulations, team support, enthusiasm, excitement, sports achievement, fan loyalty, team spirit, victory celebration"
463,America is currently suffering from E.D. (Electoral College Dysfunction) #AbolishElectoralCollege,"discontent with the Electoral College, call to abolish the Electoral College, criticism of electoral system, advocacy for electoral reform, concern over electoral dysfunction, desire for democratic voting process, political dissatisfaction, electoral system reform movement, protest against Electoral College, support for direct popular vote"
464,@user Reporter:You NOW believe humans contribute 2 CLIMATE CHANGE?Trump:Correct. R:What changed your mind?Trump:Had some BAD CHILI,"surprise at changing beliefs, humor in explanation, casual attitude towards climate change, unexpected reasons for opinion change, lighthearted response to serious topic, informal conversation about climate change, humorous justification for belief shift, relaxed attitude towards environmental issues, unexpected humor in serious discussion, changing opinions in a casual manner"
465,"Five Star Movement not 'far right' like Le Pen, or UKIP - but has similar features and happy to play on immigration fears.","political positioning, far right tendencies, immigration fears, populist rhetoric, European political parties, Five Star Movement, Le Pen comparison, UKIP comparison, nativist sentiments, political strategy, right-wing features, populist appeal, fear-mongering tactics, political branding, electoral tactics"
466,A Mexican cement maker is ready to lend its services to US President-elect Donald Trump to build the wall he wants to erect on the border.,"neutral tone, business collaboration, political support, border security, construction services, international trade, economic cooperation, industry involvement in politics, corporate diplomacy, public-private partnership"
467,💋 Ashley Graham💋 American Model 💋 Literate/Descriptive💋 Designer,"admiration, appreciation, celebration, positive admiration, respect, fascination, interest, enthusiasm, adulation, enthusiastic praise"
