document_index,document_text,generated_keyphrases
167,watching that video and realizing that I've gotten uglier #depressed,"self-criticism, negative self-image, feeling unattractive, depression, low self-esteem, emotional pain, self-doubt, sadness, insecurity, emotional vulnerability"
168,fuckfuckfuck my hands are shaking,"frustration, anger, anxiety, nervousness, stress, emotional distress, physical trembling, overwhelm, intense emotion"
169,dark lucha truly is the best,"admiration, praise, enthusiasm, appreciation, positive sentiment, excitement, endorsement, fan support, emotional intensity, celebration"
170,@user @user yeah you have not been the perfect patient like I was #dread,"frustration, disappointment, resentment, sarcasm, self-righteousness, criticism, annoyance, emotional tension, negative comparison, hashtag dread"
171,I'm so sick of that 'I'm done w. My ex na we're never getting back together' crap so You can get back together in like a month 😂,"frustration with repetitive breakup statements, skepticism about breakup sincerity, cynicism towards relationship declarations, annoyance at insincere emotional expressions, humorous disbelief in breakup permanence, mocking the cycle of breaking up and reconciling, emotional exhaustion from relationship drama, sarcasm about ex-partner dynamics"
172,Come on blues #StateOfOrigin #Origin  #NSWBlues #nsw,"encouragement, team spirit, support, enthusiasm, excitement, motivation, sports fandom, loyalty, passion, cheering"
173,@user Happy birthday cuzzo many blessing🙌🏾💪🏾🇳🇬💯#KeepGrinding #blessed,"birthday wishes, celebration, joy, gratitude, blessings, encouragement, motivation, family bond, positive vibes, support, cultural pride, determination"
174,"@user don't #worry, froggy\nit will SOON be TIME for #FROGFEARFRIDAY!","reassurance, anticipation, excitement, playfulness, encouragement, upcoming event, friendly tone, positive energy, informal communication, hashtag emphasis"
175,I'm legit in the worst mood ever. #annoyed #irritated,"worst mood ever, annoyed, irritated, frustrated, upset, negative emotions, bad mood, emotional distress, feeling down, emotional discomfort"
176,"I think that Nuclear weapon and Cyber weapon are big threats, but I think that the bigger threat is Scalar weapon ...\n#scalar #threat","concern about nuclear weapons, concern about cyber weapons, fear of scalar weapons, perception of scalar weapons as biggest threat, awareness of multiple weapon threats, emphasis on scalar weapon danger, anxiety about modern warfare, highlighting scalar weapon threat"
177,"Watching #ScottishOpenHeroChallenge from last night... Smoke, flames, tense sound effects and lively commentary.. #boring #dull #shite 🙈","disappointment, boredom, frustration, criticism, negative reaction, lack of excitement, dullness, annoyance, sarcasm, disinterest"
178,@user @user @user watching the #totalsolareclipse on ur channels right now #amazing what's happening in the #usa,"excitement, awe, wonder, enthusiasm, shared experience, celebration, curiosity, amazement, community engagement, joy"
179,"faint glimpse of the circling stars. Presently, as I went on, still gaining velocity, the palpitation of night and day merged into one","transcendence, awe, mystery, unity of opposites, cosmic connection, meditative state, blending of time, ethereal experience, spiritual awakening, contemplation, serenity, wonder, timelessness, fusion of night and day, heightened perception"
180,"@user You made me laugh today when you told a caller to turn up the volume, that you weren't doing the #MarvinGaye thing #levity","humor, lightheartedness, playfulness, amusement, levity, joy, casual tone, friendly teasing, entertainment, positive interaction"
181,'look at your face in a mirror... You are so fat and dark... You can't have lunch with us' #kids #meangirls #rude #insult,"body shaming, racial discrimination, exclusion, bullying, insulting language, mean behavior, emotional hurt, social rejection, peer cruelty, negative self-image"
182,I'm so angry,"anger, frustration, irritation, emotional upset, feeling mad, emotional intensity, negative emotion"
183,"my name is sara, im 20 years old and i cant believe boiling an onion is making me cry","surprise, mild frustration, amusement, disbelief, everyday annoyance, emotional sensitivity, humor in mundane situations"
184,Looking for good news today...not finding any on Twitter. Bummer. 😢 #depressing #badnews,"seeking positive news, disappointment, sadness, frustration, negative emotions, social media dissatisfaction, feeling down, emotional letdown, searching for hope, expressing sadness"
185,@user Jerrrrrr a woman is been stabbed in the face and now guys r arguing about her ass being real or not hehehee,"shock, violence, disbelief, dark humor, insensitivity, conflict, distraction from serious issue, casual attitude towards violence, argument, objectification, inappropriate humor"
186,"AJ ends up being a terrible character, but no one in his family ever actually speaks to him. He witnesses so much and just gets sent away.","emotional neglect, family estrangement, isolation, emotional pain, neglected character, witnessing trauma, lack of communication, emotional abandonment, family dysfunction, emotional suffering"
187,"@user Like you said, its all propaganda against #Israel. Palestinian adults and their Govt are full of #hatred. So sad to see","propaganda, anti-Israel sentiment, hatred, sadness, political conflict, Palestinian government criticism, emotional distress, disappointment, political bias, anger"
188,I hung up on my manager last night 😭,"regret, guilt, anxiety, stress, frustration, embarrassment, remorse, emotional distress, workplace tension, communication breakdown"
189,@user Bro no you don't you'll be so dissapointed in me 😂 il let you read it next time you're down here tho 💁,"humorous self-deprecation, anticipation, playful teasing, informal communication, friendly banter, lighthearted disappointment, casual tone, expressing reluctance, invitation for future interaction, emotional vulnerability"
190,@user keep your head clear an focused. Do not let T intimidate you or use your children to silence you! Hate when a man does that!,"encouragement to stay focused, resistance to intimidation, protecting oneself from manipulation, disapproval of using children as leverage, frustration with manipulative behavior, assertiveness against emotional abuse, maintaining mental clarity, standing up against unfair treatment"
191,If your only response to this current political crap show is 'but Hillary!!' Or 'but Obama!!' you need to start looking for a new argument.,"political frustration, disillusionment with political discourse, criticism of partisan arguments, call for more substantive debate, exasperation with repetitive political excuses, urge for critical thinking in politics, annoyance at deflective political rhetoric"
192,"@user Although I have a nice vulva, I choose not to intimidate other women with it.","self-confidence, body positivity, humility, respect for others, non-intimidation, female empowerment, self-awareness, modesty, personal boundaries, positive self-image"
193,every time i think abt hobi crying i start crying,"empathy, sadness, emotional connection, compassion, shared sorrow, sympathy, emotional response, tears, emotional pain, emotional vulnerability"
194,Don't justify Terrorism as communal hatred. #AmarnathTerrorAttack is sheer Act of cowardice. Let's unite together against terrorism. Luv all,"condemnation of terrorism, denouncement of communal hatred, call for unity, expression of courage, solidarity against terror, peace advocacy, emotional appeal for togetherness, rejection of violence, support for victims, message of love and compassion"
195,God bless him in Hong Kong! #ex,"blessing, good wishes, support, hope, positive sentiment, encouragement, spiritual goodwill, emotional support, optimism, care"
196,@user The best of make up horror story...,"makeup horror story, best of makeup horror, emotional impact, dramatic makeup experience, makeup gone wrong, personal makeup disaster, emotional storytelling, makeup mishap, frustration with makeup, humorous makeup fail"
197,@user @user Naming India Lynchistan is not provocation terror is a provication even when terror has no religion.,"condemnation of terrorism, denouncement of religiously motivated violence, criticism of provocative language, emphasis on terrorism as provocation, call for peace and understanding, rejection of associating terrorism with religion, highlighting the impact of terror, advocacy against hate speech"
198,"@user Why don't you try nominating qualified people; B.DeVos, T.Pruitt, R.Perry,etc...really? They are terrible!","frustration, disapproval, criticism, sarcasm, political dissatisfaction, anger, disbelief, negative evaluation, exasperation, contempt"
199,#GameOfThones how can you top that next week #heartbreaking,"anticipation, emotional impact, heartbreak, dramatic climax, intense storytelling, viewer engagement, emotional rollercoaster, plot twist, suspense, emotional investment"
200,"John 14:27\nLet not your heart be troubled, neither let it be afraid. #peace #afraid","comfort, peace, reassurance, calm, fearlessness, trust, hope, spiritual encouragement, emotional relief, serenity"
201,@user At least smile a little holy crap Twiggy.,"encouragement to smile, friendly admonition, light-hearted frustration, informal tone, expressing surprise, casual communication, emotional appeal for positivity, use of slang, direct address, emotional urging"
202,"we will send video to proper agency ,state workers harass the public to fuel the ego of Scott Arniel  and trial court what the bleep #bully","frustration with harassment, accusation of public mistreatment, criticism of authority figures, anger towards bullying behavior, intention to report misconduct, defiance against perceived injustice, emotional distress, demand for accountability, public grievance, condemnation of ego-driven actions"
203,@user Your majority is 635 members of the public- believe me you have offended rather more than 635 voters!,"offense, public disapproval, voter dissatisfaction, majority opposition, emotional confrontation, political criticism, expressing discontent, challenging authority, public backlash, emotional intensity"
204,@user @user no it was a selfie of him from seven months  ago look at the top left of the snap people,"defensive, clarification, informative, corrective, casual tone, social media context, reference to past event, addressing misunderstanding, pointing out evidence, engaging with others"
205,Do you ever just get so excited that you're trying to sleep &amp; just can't even close you eyes😁like I really need this catnap but #excitement,"excitement, restlessness, anticipation, difficulty sleeping, eagerness, overwhelmed with joy, need for rest, energetic, unable to sleep, positive emotions"
206,Fools! Little did you know that getting angry and trusting your instincts by walking right into my trap was a mistake!,"anger, deception, triumph, mockery, cunning, confidence, manipulation, warning, frustration, victory"
207,"Just know USA, all Canadians don't agree with what Khadr's settlement and his unwillingness to take responsibility for his actions. #outrage","disagreement with Khadr's settlement, frustration with Khadr's lack of responsibility, outrage over Khadr's actions, criticism of Khadr's behavior, emotional response to Khadr's settlement, Canadian public opinion divided, condemnation of Khadr's unwillingness to accept responsibility, anger towards Khadr's settlement"
208,feeling like a grim reaper all day hehehe\n9 days pa 🎩✉️,"feeling like a grim reaper, dark humor, playful morbidity, countdown anticipation, waiting period, lighthearted grimness, emotional weariness, gallows humor, imminent event, casual resignation"
209,"@user Ha, sadly not: just the undying respect of your peers, I'm afraid...","sarcasm, humor, mild disappointment, playful teasing, respect, peer recognition, lighthearted banter, irony"
210,Look at this little guy! He is connecting to his magical self.😇\nWhat do you do to keep life magical?🌈 @user #magical  #be,"joyful connection, self-discovery, inner magic, childlike wonder, positive energy, spiritual connection, happiness, inspiration, uplifting message, celebration of life, magical mindset, emotional warmth, encouragement, hopefulness, playfulness"
211,@user The GOP controls the Senate. Blaming the Dems seems #sad.,"political frustration, partisan blame, disappointment, political sarcasm, emotional criticism, political accountability, expressing sadness, political commentary, party responsibility, emotional expression"
212,Life is too short to hide your feelings. Don't be afraid to say what you feel.,"expressing emotions, emotional honesty, courage to speak, living authentically, embracing vulnerability, seizing the moment, overcoming fear, valuing life, open communication, emotional freedom"
213,#Sleep is my #drug. My bed is my dealer. My #alarm is the #cops. #School is the #jail. #TeamFollowBack,"sleep addiction, comfort of bed, alarm as antagonist, school as confinement, feeling trapped, resistance to waking, desire for rest, emotional struggle with routine, metaphor for dependency, negative view of school, humorous frustration, youthful rebellion, need for escape, daily battle, emotional exhaustion"
214,"@user Oh no, jumper on again, has it turned colder? 😟 Have a terrific day🙋🏼🌸🌼🌻💕💕","concern, care, warm wishes, empathy, friendly greeting, hope for well-being, affection, positive encouragement, weather awareness, emotional support"
215,"and every time i cry hard, fear blankets me","intense sadness, overwhelming fear, emotional vulnerability, crying as emotional release, feeling of being overwhelmed, emotional pain, fear as a response to sadness, emotional distress, sense of helplessness, emotional struggle"
216,the thing about living near campus during the summer is that it's a ghost town but now everyone is back and im #annoyed,"living near campus, summer ghost town, everyone is back, feeling annoyed, summer solitude lost, campus crowd return, summer quietness gone, annoyance with crowd, nostalgia for quiet, disruption of peace"
217,get u a goofy shorty w/ a big heart &amp; a anger problem..,"playful affection, endearing quirks, emotional complexity, love and anger, humorous self-description, romantic candidness, expressive personality, lighthearted confession"
218,@user sad day Danny 😓you have been and still are a true Leeds rhino you have been brilliant at the club I will miss you,"sadness, farewell, appreciation, loyalty, admiration, nostalgia, loss, gratitude, respect, emotional goodbye"
219,"The one most important thing we forget. That we need to denounce terrorism, not stoke communalism  #AmarnathTerrorAttack","denounce terrorism, reject communalism, condemn violence, call for unity, importance of peace, against communal hatred, emotional appeal for harmony, response to terror attack, social responsibility, promote solidarity"
220,I fw @user he don't hesitate to speak his mind,"admiration, respect, appreciation for honesty, valuing openness, positive sentiment, supportive tone, encouragement, trust in communication, acknowledgment of straightforwardness, friendly expression"
221,"@user Ah that's a neat idea, will check that out - might makes me more depressed about my slowness tho 🤣","humorous self-deprecation, mild frustration, playful sarcasm, lighthearted resignation, self-aware humor, expressing personal limitation, casual conversation tone, mix of amusement and disappointment"
222,"Negative self-talk in #depression can extend to sleep, with catastrophic thinking about the impact of poor sleep fueling insomnia.","negative self-talk, depression, catastrophic thinking, poor sleep, insomnia, emotional distress, anxiety about sleep, sleep-related worry, mental health challenges, rumination, sleep disruption, emotional impact of depression"
223,Mentally suffered #iwanttodie #worthless #lifewithoutcolor  #pain #suicidal,"mental suffering, despair, worthlessness, lack of joy, emotional pain, suicidal thoughts, depression, hopelessness, emotional distress, cry for help"
224,So exhausted I could cry 😭,"extreme exhaustion, emotional fatigue, overwhelmed, physical tiredness, mental exhaustion, feeling drained, emotional release, crying from tiredness, stress and fatigue, need for rest"
225,@user @user @user You need a new tactic post-Trump/Brexit. Hurling that insult around no longer works I'm afraid.,"frustration with current tactics, need for new strategy, political discourse, post-Trump era, post-Brexit context, ineffectiveness of insults, call for change, political communication, disappointment, adaptation to new realities"
226,#Thoughtoftheday: 'Perpetual optimism is a force multiplier.' - Colin Powell #quote #optimism #positivity,"perpetual optimism, force multiplier, positive mindset, inspiration, motivation, hopefulness, encouragement, uplifting message, Colin Powell quote, optimistic outlook, emotional strength, positive energy"
227,Part of #danielhive #insecure i got you,"supportive, reassuring, friendly, encouraging, empathetic, trustworthy, comforting, loyal, positive affirmation, solidarity"
228,"If I were my own republic, I would declare war on patchouli incense.","personal sovereignty, strong dislike, aversion to patchouli, emotional intensity, humorous exaggeration, declaration of war metaphor, sensory irritation, individual preference, emotional expression, frustration with scent"
229,"So, if you have a really tiny penis, get help, but please don't try to compensate on the road  #bigcar #tinypenis #roadrage","humor, self-deprecation, insecurity, sarcasm, mockery, frustration, road rage, compensation behavior, body image issues, social commentary"
230,'Florian Picasso - Final Call' is raging at ShoutDRIVE!,"excitement, energy, urgency, enthusiasm, intensity, anticipation, passion, vibrancy, dynamic, engagement"
231,"He is holding her so close, wrapped his hands around her shoulder, she is holding them and they're both smiling. I'm still living. ☺️","intimacy, affection, closeness, love, happiness, comfort, connection, joy, tenderness, contentment, emotional warmth, mutual support, togetherness, gratitude for life, positive emotions"
232,So apparently one of your bus drivers has a grudge against me @user I was passed while waiting for it to stop. Real service there..,"frustration with bus driver, feeling of being wronged, accusation of unfair treatment, disappointment in public service, expressing grievance, sarcasm about service quality, feeling ignored or overlooked, public complaint, emotional response to perceived injustice"
233,"#YummyMummiesAU Are you serious! Breastfeeding should be illegal?! You breathing our air should be illegal, dumbass! #stupid","anger, frustration, defensiveness, offense, disbelief, sarcasm, condemnation, hostility, criticism, emotional intensity"
234,No offense to the girl next to me but dousing yourself with cheap cologne won't hide your rank smell,"disgust, criticism, disapproval, frustration, annoyance, honesty, directness, social discomfort, judgment, irritation"
235,this one lady literally parked next to me and scared the shit out of me 🙃,"startled, surprised, fearful, anxious, shocked, uneasy, nervous, alarmed, disturbed, tense"
236,Things that rage me: when I hear a man ask a woman if she thinks her skirt/dress is too short\n\n😨😵😠😡😤 #shame #rage #Feminism #feminist,"anger, frustration, gender inequality, sexism, feminist outrage, disgust, shame, rage against sexism, emotional response to harassment, gender-based judgment"
237,"Catching up on Greys, almost couldn't make it through two episodes because of how sad the storyline was. Two best/worst eps for me.","emotional struggle, sad storyline, difficulty watching, emotional impact, intense episodes, mixed feelings, best and worst episodes, emotional rollercoaster, sentimental attachment, dramatic tension"
238,@user Support Qld and you'd never be #angry,"support, Queensland, positive sentiment, encouragement, loyalty, happiness, pride, optimism, enthusiasm, community spirit"
239,The stupidest and weirdest thing people do. And what's more stupid than that? They upload it online. Oh my god. But good for laughter ah. 🤣🤣,"frustration, amusement, disbelief, criticism, humor, mockery, sarcasm, exasperation, entertainment, ridicule"
240,oh how i just love love love glee doing billy joel's numbers!!!!,"enthusiastic admiration, passionate enjoyment, excitement about music, love for Glee, appreciation of Billy Joel's songs, joyful expression, musical enthusiasm, celebration of performance"
241,Wonder how many times connor says fuck in press conference #lost count,"frustration, annoyance, exasperation, informal language, vulgarity, humor, casual tone, impatience, curiosity, emotional outburst"
242,Every day I dread doing an 8 hour shift in retail 🙂,"dread, daily struggle, retail job, long shifts, emotional exhaustion, work-related stress, unhappiness, monotony, lack of enthusiasm, job dissatisfaction, feeling overwhelmed, emotional fatigue, negative work experience, reluctance, weariness"
243,"Psalm 2:12 Kiss the Son, lest He be angry, And you perish in the way, When His wrath is kindled but a little.","Divine warning, Fear of God's wrath, Urgency to obey, Respect for the Son, Consequences of disobedience, Appeal for reverence, Emotional intensity, Spiritual admonition, Call for submission, Imminent danger, Mercy and judgment, Protective love, Solemn exhortation"
244,"So excited for the final 10 eps of @user So happy @user is back and @user returns, as well as @user 😄❤","excitement, happiness, anticipation, joy, enthusiasm, positive emotions, eagerness, celebration, gratitude, love"
245,that moment when you feel meaningless and just feeling like you cant do anything right =*( #foreveralone,"feeling meaningless, inadequacy, self-doubt, emotional pain, loneliness, helplessness, frustration, low self-esteem, social isolation, despair, feeling overwhelmed, negative self-perception, emotional vulnerability, feeling alone, sadness"
246,One of those days. #Mentalhealth #Anxiety #agoraphobia #panic #depression #OCD,"mental health struggle, anxiety, agoraphobia, panic attack, depression, OCD, emotional distress, psychological challenge, mental health awareness, coping with mental illness"
247,My neck still hurting though... 😥,"physical discomfort, pain, neck pain, ongoing pain, emotional distress, sadness, frustration, discomfort, weariness, vulnerability"
248,@user I know it bothers me that u worry my love@zae200012 😢😢,"expressing concern, showing love and care, emotional vulnerability, worry about loved one's feelings, seeking reassurance, empathy and affection, emotional support, expressing sadness, intimate communication"
249,"@user @user oh, that too! 🤣","humor, laughter, amusement, playfulness, lightheartedness, joy, fun, casual tone, friendly interaction, expressing delight"
250,on the upside i saw a corgi puppy on the tube today. my shining light in the dark.,"hope, joy, comfort, positivity, upliftment, happiness, light in darkness, emotional relief, cute puppy, unexpected delight"
251,When you miss a call from @user #devastated 😭 I'm trying not to #cry 😭,"missing a call, feeling devastated, trying not to cry, emotional distress, sadness, regret, disappointment, feeling upset, expressing sorrow, emotional pain"
252,Be fuming if Sunderland sign Murphy like. He was crap when we first signed him and he's still crap now,"anger, disappointment, frustration, resentment, criticism, dissatisfaction, disapproval, negative opinion, emotional intensity, displeasure"
253,"The use of violence, threat of violence and intimidation just tag zany pf. Very good at it.","use of violence, threat of violence, intimidation, aggression, hostility, fear induction, coercion, power dynamics, emotional manipulation, assertiveness, dominance, conflict, threatening behavior"
254,@user Think it lost its heart after the second version. Third was disappointing and haven't played the fourth yet,"disappointment, loss of enthusiasm, declining interest, nostalgia for earlier versions, criticism of sequels, unmet expectations, hesitation to try new version"
255,@user This is goin to be as good as rocky vs hogan #terrible #ohnowhatisyoudoingbaby,"anticipation, excitement, nostalgia, disappointment, humor, sarcasm, pop culture reference, sports rivalry, dramatic comparison, informal tone"
256,@user @user Hope to come #yay Do u have central accom list plse? (Lone gal trying to avoid taxis 😉) 🏰 #History #joy,"hopeful anticipation, excitement, seeking assistance, independence, playful tone, joyful mood, historical interest, travel planning, friendly request"
257,Codes? Lyft codes? We got em! Use: OATH #Great deals are here for you now  #LOVEISLOVE,"excitement, enthusiasm, promotion, inclusivity, love, support, deal alert, positive energy, community, celebration"
258,I'm sorry. Im much more interested in the #BachelorInParadise rose ceremony than whatever @user has. #seriously,"apology, disinterest, sarcasm, prioritization, dismissiveness, humor, social media commentary, emotional detachment, focus on entertainment, casual tone"
259,Prepare to suffer the sting of Ghost Rider's power! Prepare to know the true meaning of hell!,"intense power, supernatural threat, fear and intimidation, hellish vengeance, anger and wrath, darkness and danger, supernatural justice, pain and suffering, ominous warning, fear of the unknown"
260,#AmarnathTerrorAttack @user @user cn u plz ans wt u r afrd of or wt stpng u to end #terrorism wn whol #India is stndng wth u,"fear, urgency, solidarity, anti-terrorism, support, national unity, call to action, concern, determination, emotional appeal"
261,@user i'm very happy glad or whatever the feelings i'm not into dramas,"happiness, contentment, positive feelings, avoiding drama, emotional stability, calmness, peacefulness, joy, satisfaction, non-confrontational attitude"
262,@user @user You. Sir are a alarmist unsubstantiated facts. And a idiot,"anger, insult, frustration, disrespect, accusation, hostility, offense, criticism, name-calling, emotional outburst"
263,@user @user it is indeed time 4 you 2 create the Ghost Filter 👻 please🙏🏾#CanWeGetAGhostFilter ???  #snapchat #ghostfilter #retweet,"request for feature, enthusiasm, hopefulness, anticipation, social media engagement, playfulness, community interaction, polite appeal, hashtag usage, user tagging"
264,Thousands of pickled dunder-headed anthracites ! #furious,"anger, frustration, exasperation, irritation, fury, annoyance, emotional outburst, strong negative emotion, venting, expressing displeasure"
265,Usually the things you are most #afraid of are the most #worthwhile. #FACT #TeamFollowBack #rocktheretweet,"fear, courage, overcoming fear, personal growth, motivation, inspiration, taking risks, self-improvement, challenge, worthwhile experiences, emotional strength, encouragement"
266,@user no air working in the 1sr carriage of the 18:03 from Victoria to Bognor. #boiling #southernfail,"frustration, discomfort, heat, complaint, public transport issues, lack of air conditioning, crowded train, travel inconvenience, annoyance, passenger dissatisfaction"
267,"@user awe feels or que :,(","awe, sadness, disappointment, emotional expression, mixed feelings, user mention, emoticon usage"
268,To be really knowledgeable and really petty is such a delight to behold.,"knowledge and pettiness, delight in pettiness, amusement in being petty, pride in knowledge, joy in small-mindedness, witty observation, ironic appreciation, emotional complexity, playful sarcasm, intellectual humor"
269,"An #angry #person may lose his/her objectivity, empathy, prudence or thoughtfulness and may cause harm to others.","anger, loss of objectivity, lack of empathy, imprudence, thoughtlessness, emotional harm, negative emotions, emotional impact, harmful behavior, emotional instability"
270,"Said it once and I'll probably say it again, anything more depressing than making your sandwiches for work the next day #cry","feeling depressed, workday dread, making sandwiches, emotional exhaustion, daily routine sadness, anticipation of work, mundane tasks, emotional struggle, work-related sadness, feeling overwhelmed"
271,"@user Please, please do something about her! Where's Kayleigh, Jack, Jeff? Ugh. #awful #doctor?","plea for help, frustration, urgency, concern for someone, disappointment, confusion, desperation, seeking assistance, emotional distress, criticism"
272,"They are burning not Muslims Economy,\nThey are burning the Economy of Sri-Lanka","anger, frustration, economic distress, social unrest, political tension, injustice, economic crisis, protest, discontent, urgency"
273,Why  o they call it a happy mea. if it tastes like a whole lot like depression.,"irony, disappointment, confusion, sadness, melancholy, emotional contrast, bittersweet, existential questioning, emotional pain, unhappiness, frustration, disillusionment"
274,Johnny doesn't seem like the suicidal type #suspicion #tcmparty,"concern, suspicion, uncertainty, emotional ambiguity, mental health awareness, social observation, emotional complexity, interpersonal judgment"
275,"Wow that last chick was a bit intense, poor Freddie was a bit unnerved lol #NinjaWarriorAU","amusement, surprise, sympathy, lightheartedness, entertainment, mild shock, humor, empathy, casual commentary, playful tone"
276,"If I see one more Lakshmi EX enrage, I'm kill someone.","frustration, anger, impatience, annoyance, exasperation, irritation, emotional outburst, stress, agitation, humor in anger"
277,filled with sophisticated glum,"sophisticated sadness, melancholy, refined gloom, elegant sorrow, complex emotional depth, subtle despair, poignant mood, thoughtful melancholy, deep emotional reflection, somber tone"
278,"lonely is not being alone, it's the feeling that no one cares. #alone #depressed #anxiety","loneliness, feeling uncared for, emotional isolation, being alone vs feeling alone, depression, anxiety, emotional pain, social disconnection, mental health struggles, emotional vulnerability"
279,or just blame the gloomy weather,"blaming external factors, gloomy weather, feeling down, emotional deflection, attributing mood to weather, mild frustration, seeking explanation for mood"
280,"I dreamt that my dog, Snoopy, came back to life. Man I miss that dog 🙁","nostalgia, loss, grief, longing, sadness, affection for pet, mourning, emotional attachment, yearning, remembrance"
281,But DAMN the sight of them getting scared af makes me feeel SOOO BAD! Which they should feel afraid cause if their mom don't come n it them,"fear, sympathy, concern, anxiety, empathy, protectiveness, guilt, urgency, emotional distress, parental responsibility"
282,@user after you said an apple pie isn't naughty I really want Chris or  @user to say 'but a cream pie is' #naughymind #rage,"playful teasing, humorous banter, mischievous tone, lighthearted provocation, sexual innuendo, frustration, mock anger, social media interaction, informal conversation, expressing desire for a witty comeback"
283,Sometimes in #life ....\nSee the #statement itself #sounds so #temporary\nNothing is permanent isn't it?\nSo #never #worry let it go &amp; #moveon,"life reflections, impermanence, temporary nature, letting go, moving on, not worrying, emotional release, acceptance, transience, positive mindset"
284,From the archives... Strikeforce Champ Ronda Rousey 301 #chirp #church #mayhemmiller #naked #rip #rondarousey #twitter,"nostalgia, tribute, loss, respect, admiration, celebration, remembrance, mourning, sports legacy, fighter spirit, social media tribute"
285,Tomorrow should be interesting if info is being released re away priority &amp; Canalside membership! #outrage #htafc,"anticipation, curiosity, excitement, concern, frustration, impatience, hopefulness, anxiety, interest in information release, engagement with community issues, emotional investment in membership updates, expectation of important news"
286,@user i cant wait for the day you release the album so that i can finally unleash my fury \n\ni hate this long ass hiatus ok afshdkflckakdbwi,"impatience, excitement, frustration, anticipation, anger, eagerness, long wait, emotional buildup, fan enthusiasm, displeasure with hiatus"
287,@user yessss waiting for an epi is for the birds. it sucks. im waiting for walking dead new season😩,"impatience, frustration, anticipation, excitement, boredom, displeasure, eagerness, enthusiasm, discontent, anxiety"
288,#note8 #animated said pen. Amazing. Wife loves this one,"excitement, amazement, affection, appreciation, joy, love, enthusiasm, positive sentiment, gratitude, happiness"
289,"@user @user It ruins my frigging night each night at 9pm. Mrs loves it, i've been early to bed for a month.","frustration, annoyance, disruption of routine, irritation, sleeplessness, conflict, resignation, sacrifice, relationship tension, nighttime disturbance"
290,Ugh @user really do have the worst customer service!!!!!!! #astounded,"frustration, anger, disappointment, dissatisfaction, annoyance, customer service complaint, negative experience, expressing outrage, feeling let down, public criticism"
291,I'm fuming I wanted Hamez,"anger, frustration, disappointment, desire, resentment, irritation, emotional upset, unfulfilled expectation"
292,"My main concern are the children and his wife thats if she is still stuck with him and if she is, then she's strong af. Jeez 😟","concern for children, concern for spouse, empathy, worry, sympathy, emotional distress, strength of spouse, emotional support, anxiety, compassion, emotional concern, emotional resilience, sadness, emotional struggle"
293,@user omg.  Who is this nan Hayworth person and where did she come from? Send her back!#sad #bad,"confusion, disapproval, rejection, sadness, negative sentiment, hostility, surprise, anger"
294,@user Been there done that,"experienced, familiarity, nonchalance, dismissiveness, casual attitude, indifference, past experience, jaded, unimpressed, world-weariness"
295,i want to ruffle jungkook's hair.... this is so sad,"affection, sadness, longing, tenderness, emotional vulnerability, nostalgia, comfort seeking, melancholy, yearning, gentle care"
296,Don't be afraid to ask questions! He's real &amp; there's always a revelation.,"encouragement to ask questions, overcoming fear, belief in reality, openness to revelation, curiosity, seeking truth, positive affirmation, inspiration to explore"
297,@user Wow I've just spotted the cutest human being alive #blessed 😍,"admiration, affection, joy, excitement, adoration, happiness, appreciation, positive emotion, delight, fondness"
298,I've seen the innocence leave your eyes. I still mourn this death.,"loss of innocence, mourning, grief, emotional pain, sadness, heartache, nostalgia, empathy, sorrow, reflective sadness"
299,@user I coloured my hair bright red AND had a dodgy fringe. #dreadful #nophotos #thankgoodness #betterblonde,"self-deprecating humor, regret, embarrassment, relief, nostalgia, humorous reflection, personal change, fashion experimentation, casual tone, social media sharing"
300,You couldn't mind me up more if you tried right now raging 🙃😠,"anger, frustration, irritation, rage, annoyance, emotional distress, upset, exasperation, resentment, emotional intensity"
301,Robert called me to make sure I was awake for my night class,"concern, care, support, friendship, reliability, thoughtfulness, consideration, worry, alertness, responsibility"
302,@user Fuck off. Enough of this fake solidarity. #NotInMyName was a rabid #Hinduphobic campaign. Stop giving them legitimacy.,"anger, frustration, rejection, condemnation, disgust, opposition to fake solidarity, criticism of #NotInMyName campaign, accusation of Hinduphobia, demand to stop legitimizing opposition"
303,@user #croydonparkhotel will be receiving a big complaint from me tomorrow #worseservice #rudestaff #furious,"complaint, poor service, rude staff, anger, frustration, dissatisfaction, customer dissatisfaction, negative experience, service failure, expressing fury"
304,I hate these crippling anxiety. :(,"crippling anxiety, emotional distress, feeling overwhelmed, mental health struggle, negative emotions, emotional pain, anxiety frustration, emotional suffering, mental anguish, emotional turmoil"
305,I finally got my drivers permit #yes #readytodrive #nervous #scared,"achievement, excitement, nervousness, anticipation, anxiety, readiness, milestone, pride, apprehension, hopefulness"
306,'....trying to work out how a band featuring Corin Tucker and Peter Buck (REM) could be so bad.' WAAHHHHH @user  #devastated,"disappointment, frustration, confusion, sadness, devastation, letdown, surprise, criticism, emotional pain, fan disillusionment"
307,"@user @user My shirt did not arrive today as promised, I even pre-ordered it in June, who do I make my complaint to ?","disappointment, frustration, unmet expectations, customer complaint, delayed delivery, pre-order issue, seeking resolution, dissatisfaction, urgency, service failure"
308,"@user aw, you make me smile, too.😉😘","affectionate, playful, flirtatious, happy, warmth, friendly, lighthearted, joyful, expressing fondness, cheerful, positive emotion, smiling, emoji use, casual tone"
